ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),Unnamed: 7,clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
IR-5157,claude-sonnet-4-20250514,Yoruba,History,49,2025-11-25T21:26:50.782599,Awon baba wa ti kọ itan pataki fun wa ni iwaju.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-History-48,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
SW-1971,claude-sonnet-4-20250514,Yoruba,Hunger and Food Security,2,2025-11-25T21:26:50.795901,Ebi n pa awon eniyan ni agbegbe yii pupo.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Hunger_and_Food_Security-1,claude-sonnet-4-20250514,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,7,5,0,
DC-2125,claude-sonnet-4-20250514,Yoruba,Hunger and Food Security,34,2025-11-25T21:26:50.796861,Ebi n pa awa ni agbegbe yi nitori aini ounje to peye.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Hunger_and_Food_Security-33,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
SU-0203,claude-sonnet-4-20250514,Yoruba,Hunger and Food Security,37,2025-11-25T21:26:50.796946,Ebi n pa awa ni agbegbe yi nitori aini ounje to to.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Hunger_and_Food_Security-36,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
UL-7134,claude-sonnet-4-20250514,Yoruba,Hunger and Food Security,39,2025-11-25T21:26:50.797003,Ebi npa awon eniyan pupo ni agbegbe wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Hunger_and_Food_Security-38,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
VU-3240,claude-sonnet-4-20250514,Yoruba,Hunger and Food Security,47,2025-11-25T21:26:50.797298,Ebi n pa awon eniyan nitori pe onje ko to.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Hunger_and_Food_Security-46,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
MW-4242,claude-sonnet-4-20250514,Yoruba,Industry and Infrastructure,4,2025-11-25T21:26:50.807103,Ile-iṣẹ titun yi yoo ṣe iranlọwọ fun awọn oṣiṣẹ ni agbegbe wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Industry_and_Infrastructure-3,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
SK-6334,claude-sonnet-4-20250514,Yoruba,Industry and Infrastructure,20,2025-11-25T21:26:50.807554,Ile-iṣẹ titun yii yoo pese iṣẹ fun ọgbọn eniyan ninu agbegbe wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Industry_and_Infrastructure-19,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
GF-4474,claude-sonnet-4-20250514,Yoruba,Industry and Infrastructure,22,2025-11-25T21:26:50.807655,Ile-iṣẹ titun yii yoo pese iṣẹ fun ọpọlọpọ eniyan ni agbegbe wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Industry_and_Infrastructure-21,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
CP-5955,claude-sonnet-4-20250514,Yoruba,Industry and Infrastructure,24,2025-11-25T21:26:50.807712,Ile-iṣẹ naa n gbe awọn eniyan ẹgbẹrun mẹta sinu iṣẹ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Industry_and_Infrastructure-23,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,3 - Somewhat unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,5,3,4,1,
YU-8720,claude-sonnet-4-20250514,Yoruba,Industry and Infrastructure,41,2025-11-25T21:26:50.808318,Awọn ile-iṣẹ titun ti n kọ ni agbegbe yii lati ṣe alekun iṣẹ fun awọn ọdọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Industry_and_Infrastructure-40,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,Awọn ile-iṣẹ titun ti wọn kọ ni agbegbe yii lati ṣe alekun iṣẹ fun awọn ọdọ.,5,5,5,0,
SM-2893,claude-sonnet-4-20250514,Yoruba,Marine Conservation Life Below Water,2,2025-11-25T21:26:50.814996,Àwa gbọ́dọ̀ tọ́jú àwọn ẹja àti àwọn ẹ̀dá inú òkun láti dáàbò bo ayé wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Marine_Conservation_Life_Below_Water-1,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
WN-5435,claude-sonnet-4-20250514,Yoruba,Marine Conservation Life Below Water,18,2025-11-25T21:26:50.815442,A gbọdọ tọju awọn ẹja ati ohun abemi okun lati gba agbaye la.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Marine_Conservation_Life_Below_Water-17,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
WQ-8418,claude-sonnet-4-20250514,Yoruba,Marine Conservation Life Below Water,21,2025-11-25T21:26:50.815526,A gbọdọ tọju awọn eja ati ohun abemi inu okun wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Marine_Conservation_Life_Below_Water-20,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
YG-4374,claude-sonnet-4-20250514,Yoruba,Marine Conservation Life Below Water,38,2025-11-25T21:26:50.816046,Àwa gbọ́dọ̀ tọ́jú àwọn ẹja àti ohun alààyè tó wà nínú òkun.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Marine_Conservation_Life_Below_Water-37,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,3 - Somewhat unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,Àgbọ́dọ̀ tọ́jú àwọn ẹja àti ohun ẹ́mìí tó wà nínú òkun.,5,3,4,1,
BD-8272,claude-sonnet-4-20250514,Yoruba,Marine Conservation Life Below Water,42,2025-11-25T21:26:50.816159,Àwa gbọ́dọ̀ dáàbò bo àwọn ẹja àti ohun àlààyè tó ń gbé inú òkun.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Marine_Conservation_Life_Below_Water-41,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,
OS-5596,claude-sonnet-4-20250514,Yoruba,Medications,9,2025-11-25T21:26:50.857515,Oogun yii yoo mu aisan re san.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Medications-8,claude-sonnet-4-20250514,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,7,6,0,
VS-0515,claude-sonnet-4-20250514,Yoruba,Medications,16,2025-11-25T21:26:50.857742,Ogun yii yoo mu ara re dara si laipe.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Medications-15,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
AF-6755,claude-sonnet-4-20250514,Yoruba,Medications,25,2025-11-25T21:26:50.858093,Oogun yii yoo ran e lowo lati san aisan re.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Medications-24,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,3 - Somewhat unnatural,3 - Somewhat flawed,No – No Critical Error (The output is a valid sentence in the target language),,Oogun yii yoo ran ẹ lowo lati wo ẹ sàn,5,3,3,0,
UD-2542,claude-sonnet-4-20250514,Yoruba,Medications,33,2025-11-25T21:26:50.858355,Oogun yii yoo mu ailera mi san.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Medications-32,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
OR-2079,claude-sonnet-4-20250514,Yoruba,Medications,46,2025-11-25T21:26:50.858768,Ogun yii yoo ran e lowo lati san ara re.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Medications-45,claude-sonnet-4-20250514,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,5,6,0,
OS-9667,claude-sonnet-4-20250514,Yoruba,Peace and Justice,4,2025-11-25T21:26:50.818067,Alafia ati ododo ni ipile ti awujo to dara julọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Peace_and_Justice-3,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
HI-5957,claude-sonnet-4-20250514,Yoruba,Peace and Justice,7,2025-11-25T21:26:50.818152,Alaafia ati ododo ni ipile ti ilera awujo to dara.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Peace_and_Justice-6,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
VM-4038,claude-sonnet-4-20250514,Yoruba,Peace and Justice,8,2025-11-25T21:26:50.818179,Alafia ati ododo ni ipile ti idagbasoke awujo wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Peace_and_Justice-7,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
DN-6496,claude-sonnet-4-20250514,Yoruba,Peace and Justice,18,2025-11-25T21:26:50.818452,Alaafia ati ododo ni iwon to dara fun gbogbo eniyan.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Peace_and_Justice-17,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
SA-2824,claude-sonnet-4-20250514,Yoruba,Peace and Justice,29,2025-11-25T21:26:50.818801,Alaafia ati idajọ ododo ni ipilẹ ti ilẹ ti o dara julọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Peace_and_Justice-28,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),Not Yoruba language,,6,6,5,0,
TW-8392,claude-sonnet-4-20250514,Yoruba,Politics,7,2025-11-25T21:26:50.782865,Ijoba tuntun ti pese eto imulo owo ti o dara fun gbogbo eniyan.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Politics-6,claude-sonnet-4-20250514,4 - Neutral / Neither easy nor difficult to read,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,4,5,5,0,
EV-5014,claude-sonnet-4-20250514,Yoruba,Politics,19,2025-11-25T21:26:50.783315,Àwọn òṣèlú gbọ́dọ̀ ṣiṣẹ́ fún àlàáfíà àti ìlọsíwájú orílẹ̀-èdè wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Politics-18,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
ZY-2576,claude-sonnet-4-20250514,Yoruba,Politics,29,2025-11-25T21:26:50.783658,Àwọn òṣèlú gbọ́dọ̀ máa ṣiṣẹ́ fún ìlọsíwájú ìlú wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Politics-28,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
FO-0232,claude-sonnet-4-20250514,Yoruba,Politics,43,2025-11-25T21:26:50.784164,Àwọn òṣèlú gbọ́dọ̀ ṣiṣẹ́ fún àlàáfíà àwọn ènìyàn.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Politics-42,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
JJ-1233,claude-sonnet-4-20250514,Yoruba,Politics,49,2025-11-25T21:26:50.784349,Àwọn òṣìṣẹ́ ìjọba gbọ́dọ̀ máa ṣiṣẹ́ fún àwọn ènìyàn.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Politics-48,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
NC-3285,claude-sonnet-4-20250514,Yoruba,Poverty Eradication,9,2025-11-25T21:26:50.794535,Gbogbo wa ni o gbodo jọ wọ lati pa osi run ninu awujọ wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Poverty_Eradication-8,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
AP-2517,claude-sonnet-4-20250514,Yoruba,Poverty Eradication,14,2025-11-25T21:26:50.794680,Ijoba wa gbudo se ohun gbogbo lati pa osi run ni agbegbe wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Poverty_Eradication-13,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
RV-6376,claude-sonnet-4-20250514,Yoruba,Poverty Eradication,20,2025-11-25T21:26:50.794862,Awa gbogbo ni o ni lati jo wo lati pa osi je.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Poverty_Eradication-19,claude-sonnet-4-20250514,3 - Somewhat difficult to read and understand,3 - Somewhat unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,3,3,3,1,
OW-3162,claude-sonnet-4-20250514,Yoruba,Poverty Eradication,27,2025-11-25T21:26:50.795113,Awa gbogbo ni o ye ki a jọ wọ lati pa osi je run ni awọn agbegbe wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Poverty_Eradication-26,claude-sonnet-4-20250514,3 - Somewhat difficult to read and understand,3 - Somewhat unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,3,3,3,1,
KY-2654,claude-sonnet-4-20250514,Yoruba,Poverty Eradication,45,2025-11-25T21:26:50.795643,Àwa gbọ́dọ̀ pa òsì run láti mú kí gbogbo ènìyàn ní ìgbé ayé tí ó dára.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Poverty_Eradication-44,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
VX-6968,claude-sonnet-4-20250514,Yoruba,Quality Education,34,2025-11-25T21:26:50.799980,Eto ti o dara julo ni ipile fun awon omo-ile-iwe lati ni aseyori ni ojo iwaju.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Quality_Education-33,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
CL-7903,claude-sonnet-4-20250514,Yoruba,Quality Education,37,2025-11-25T21:26:50.800064,Eto ogbon ti o dara julo ni ohun pataki fun idagbasoke awon omo wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Quality_Education-36,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
TF-3555,claude-sonnet-4-20250514,Yoruba,Quality Education,39,2025-11-25T21:26:50.800119,Eko to dara ni ipile ti idagbasoke ati aseyori ni igbesi aye.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Quality_Education-38,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
QA-9961,claude-sonnet-4-20250514,Yoruba,Quality Education,46,2025-11-25T21:26:50.800318,Eto iwe ti o dara ju lo ni pataki fun idagbasoke awon omo-ile wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Quality_Education-45,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
UH-2730,claude-sonnet-4-20250514,Yoruba,Quality Education,48,2025-11-25T21:26:50.800380,Eto iwadi to dara ju ni pataki fun idagbasoke awujọ wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Quality_Education-47,claude-sonnet-4-20250514,4 - Neutral / Neither easy nor difficult to read,4 - Neutral / Neither natural nor unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,4,4,3,1,
